,comment
232,The taco salad was missing 7 of the ingredients.
233,"Burger was bad, bread was not fresh."
234,Nothing inside sandwich and not as shown in the photos …
235,The order came cold with wrong drink
236,Xx
237,An hour++ late delivery and i chose it because it said “fast delivery”
238,Food came cold
239,Cold and greasy and tastes awful.. never to order again
240,G
241,"The rider arrived late after cruising with my order in madinaty, the order arrived MISSING a whole sandwich, Elemenus customer service is useless and rude as usual, saying they will check the cameras, “not knowing who he is talking to nor what that m..."
242,And the food was not hot
243,حراميه واخدو فلوسى ومخدتش الاوردر بتاعى
244,food tastee terrible and customer service so unprofessional and rude
245,منتهى قلة الذوق فى التعامل وخسرونى فلوسى
246,الاكل سىء جدا منصحش اى حد يجربه وبذات المطعم دا
247,the restaurant is very unprofessional. theh refused to cancel my order only after 7 mins saying that they are preparing it already. i lost 300 hundred pounds.
248,everything was oily and the lettuce wasn’t washed
249,The food was too late and cold . The fries were cold and so oily
250,the caesar salad was terrible ... waste of money the delivery was late the burger was not hot as expected but tasted okay
251,"the patty is very dry, the smoked burger is actually a burned burger, the 2 stars for the cheese potato and the sweet potato only"
252,"Basic burger,expected a thicker beef patty, basic seating, premium price"
253,The order was missing items.
254,الفرع سيئ مش زي باقي الفروع و مش نفس الطعم و المفروض الساندويتش يكون cheesy مفهوش ريحة الجبنه كله بصل و فلفل اسود كذا مرة اطلب كذا نوع برجر و كلهم طعمهم فلفل اسود و بصل
255,"It tastes poor, fries were pouring oil and it was just one big mess. Very disappointed"
256,"Enter at your own risk- an hour late, tasteless, and cold - Elmenus doesn’t care اتأخر ساعة ووصل بارد وطبعا المنيوز ايدك والارض منهم (لو هتشبع من ""احنا أسفين وبنعتذرلك""، يبقى اطلب)"
257,"I ordered 2 combos , one of them is missing the Coca-Cola can, please send ot asap.Thank you"
258,Quality was good…but price was more expensive than what is written
259,البرجر تحفة جوسي و الطعم حلو البطاطس وحشة اوي
260,الاكل بارد و متاخر تجربه سيئه جداً
261,"sandwich was great but the fries were horrible, Do NOT order a combo from this place"
262,F
263,I received normal fries not Cheesy fries with just very small cup of cheese sauce how come it costs 53!
264,بطنى وجعتنى جدا
265,Wrong order No receipt
266,amazing delivery man
267,K
268,but took long time to be delivered
269,الاوردر اللي طلبناه ناقص الكول سلو مع انه موجود في العرض ده و طلبناه بالفعل قبل كده في المطعم و غير ان ساندوتش مشروم برجر مفيهوش غير برجر بس بدون اي اضافات للاسف دي اخر مره هنطلبه دليفري لانه كده اسمه استهبال لو بتبعت الاوردرات دليفري ناقصه مش زي الم...
270,They put the very cold sprite over the fries which made the fries very cold and wet! Not edible and the juicy Lucy is a bit spicy which it shouldn’t !
271,مطعم سيء توصيل اسوء اسعار مبالغ فيها اللحمة غير نضيفة وليها رائحة مخزنة جدا اول واخر مرة يشتري منكم
272,"I payed for the delivery 200 and he returned 80 not 90 pound , so looking for a refund for the 10 egp"
273,Late. No sauce as described. Cold. Will not order again
274,Simply Cold !
275,Food was cold
276,الاكل مش زى الاول الطعم مبقاش احسن حاجة، السعر بقى غالى على الاكل بصراحة مش احسن value to cost مش متهيألى انى هجيب منه تانى قريب و هفكر قبل ما اطلب منه بصراحة .
277,the sandwich is so horrible I ordered two different sandwiches I got these horrible sandwiches
278,Fries are so cold
279,Burger paling Sedap dekat mesir
280,الفرايز سيئه ناشفه وبارده
281,"fries half empty, order delayed"
282,الاوردر خد اكتر من ساعه و نص عشان يوصل و البطاطس لو شاريها من عربيه فول من الشارع كانت هتبقي احسن كده
283,الاكل جاي بارد جدا جدا المفروض انكم بتدوا للناس اكل طازه ومعمول جديد سخن في الحاله دي بييجي الاكل في اي اثر للسخونيه او انه معمول طازه لكن الحقيقه واضح انكم باعتين سندويتشات مركونه وبارده والبطاطس بارده جدا للاسف تجربه غير مرضيه و ندمت عليها للاسف
284,سيء جدا ،الخاجه جية سقعه و البطاطس كميتها لا توافق الطلب و طعمها سيىء و غالبا هتترمي اول و اخر مرة اطلب من مينس
285,The Quality has declined….not ordering again
286,الاوردر وصل بارد جدا و الطعم مش زي المطعم و زمن التوصيل كبير المنيوز بقي سئ جدا
287,and food was cold too
288,الاكل طعمه جميل ولاكل وصل بارد وناقص الموتزريلا ستيكس
289,"Driver lied to me about picking the order time and took too long to come after he picked the order from restaurant, and the food was cold"
290,"bread is not good, the old bun is better"
291,the order arrived a little bit late and it was cold not what i expected from mince
292,لو سمحت هو الحساب على السعر يلي على التطبيق ولا الفاتورة يلي من المطعم لانه كان في اخلاف بيناتهم
293,They did not send 2 items in the order and it took an hour and a half to send the items. Unacceptable. The wings were ok and the burger is usually better.
294,Because i got the offer the food quality was very bad and it was so cold also the fries was just 10 pieces in the pack and it says a combo large if that is the large what will the medium be 2 fries or what
295,fries portion is so small and wings come with the buffalo sauce on the side that is cold..
296,٣ ساعات تاخير اكل بارد و طعمه وحش
297,I received the wrong order for the second time. I got another sandwich instead of what I ordered. The food was cold when I received it. The salad was only lettuce and dressing not what’s described.
298,طلبت اورد الساعه ٩.٤٥ جالى الساعه ١.١٠ الاورد ر جى بارد جدا البطاطس ناشفه و تحسها بايته البرجر العيش وحش جدا
299,Very bad service and quality!!!!!!!!!!!!!
300,Mat3am ebn metnaka w meshaghlin 3yal bent 60 metnaka
301,الاكل جميل بس بارد شوية
302,ال cheese fries سيئه جدا و غاليه جدا
303,Fries were cold
304,الاكل جه بارد وميتاكلش
305,الطلب وصل متأخر جداً بسبب أن عامل الدليفري كان منتظر الاوردر التاني اللي وصل بارد وكمان موظف الكول سنتر بلغ الاوردر خطأ غير راضية بالمرة
306,الاكل وصل بارد جدا
307,الاكل متأخر ٤٠ دقيقة وبارد جدا واترمى نصه
308,Very very very late and cold food Disappointed
309,cold sandwich and fries .. cheese isn't melt we used to have it much better than this
310,"Terrible experience, fries less than half full, salad upside down in the bag & not closed properly, salad ingredients has nothing to do with the description."
311,The order came missing the cola and 45 mins late delivery!!! Menus very bad service
312,low quality burger compared with other restaurants i think daddy's burger is much better than mince
313,i received another burger
314,كميه البطاطس بالجبنه كانت قليله جدا و غير مناسبه السعر
315,Missing things
316,"portions are very very small, the food is cold and late, and it tastes so bad!!"
317,Special instructions section was not read by Mince.
318,الساندوتش فقير نسبيا و كنت اتوقع طعم افضل
319,الطلب وصل ناقص البطاطس
320,الاكل وصل بارد جودة اللحمة مش مكافء للثمن
321,الاكل بارد البطاطس مجلده الطعم مش حلو اوي زي اللي ليتقدم في المطعم اتاخر في التوصيل السعر عالي مقارنة بالطعم والكمية
322,كله 10 على 10
323,ما بيشبعش
324,very bad food and bread 🍞
325,I'm a big fan of mince this was my first time to try delivery and it was not as expected
326,"Ordered delivery and it was awful taste, cold sandwich, plain without any sauces Bread was fresh"
327,"very bad taste,"
328,"This no longer the mince we know, food was cold, portions reduced, the taco beef salad is nothing like the one I used to have in their resturant."
329,burger was so so dry almost no cheese at all
330,I didnt receive the sauce while i paid for this item
331,رائع جدا جدا جداااااااااااااااااااااااااااااااااااا
332,I didn’t get the right burger
333,Ordered Tex Burgers and they came as classic burgers. Fries was cold. No sauces enough. Chili Cheese fries came with minced meat not jalapeños and with insufficient quantities. You are total thieves and ripping us off with your prices against your qu...
334,"Very bad taste and low quality compared to price, Food arrived late and very cold, terrible experience overall"
335,order delivered late and food was not hot
336,The comments we made to sandwiches were totally mixed up. Sandwiches ordered without cheese and sauce came wit cheese and sauce and others were missing the cheese and sauce
337,البطاطس كانت وحشه اوي اوي اولا كانت بارده وكلها زيت اضايقت بجد تقريبا حسيت ان هي معاد تحميرها
338,good quality but overpriced.
339,I received plain burger sabdwich instead of mushroom burger sandwich
340,I ordered a Mediterranean Salad and received a mixed greens salad. The burgers and fries arrived cold.
341,Last time to order; very low food quality and seems that no experience for the chef
342,تجربه زي الزفت من الابلكيشن و ليس المطعم
343,"there was nothing juicy about it whatsoever, I barely tasted cheese. The fries were too cold as well."
344,i recieved the wrong sandwich
345,the party is nice & juicy but the bread is very soggy
346,Fries were cold.
347,اكل بارد واوردر جه ناقص ومفيش اي رد من المطعم والرد كان من ادارة elmenus هما اللي تعاملو مع الموقف باحترام
348,late delivery & too cold
349,The melted tower chicken was amazing will definitely order again props to mince
350,الاكل بارد وطعمه سئ
351,good
352,الاكل بارد لتاني مره
353,"cold, and under cooked"
354,"The branch is less than 5 minutes away from my house, yet the food managed to arrive cold and took more than 80 minutes to be delivered.the burger itself was horrible, all I could taste was caramelized onions and the beef patty was unseasoned. Fries ..."
355,The toast was awful! There wasn’t any nuttela and wasn’t good.
356,So cold the sandwiches and the fries Missing cola Very bad experience
357,Wrong order and I complained without any result !!!!!!!!
358,Received wrong sandwich The dessert missing the ice cream and way too over priced
359,.
360,Im
361,Very late delivery and food is so cold
362,I asked to write the name of sandwiches and they were not written. Also extras were not delivered!!
363,"Delicious food , so late delivery"
364,The order came without the drink and till now no one got it to us nor give us our money back.. the beef sandwich had bones in it
365,Took time for delivery not as per ETA
366,"it’s supposed to be pure beef and high grade quality burger but it definitely wasn’t! My burger had bones crushed in it & big pieces too, one almost broke my tooth!!"
367,البلو برجر نسيو يحطو فيه بلو تشيز !
368,onions rings and chicken tender are probably brought from the nearest super market.. not Mince original appetisers as expected!
369,"Very bad, cold, not a drop of sauce on the sandwich"
370,very poor meat quality does not taste good caused sickness and thirst for. 2 day
371,I DID NOT EVEN RECEIVE THE ORDER
372,delivery wasn’t so fast
373,Late and Cold order
374,Missing ice cream
375,الاكل جالى ناقص وزى الزفت تشيز اونيون رينج مجاش ودفعت القلوس ده اسمو ايه
376,it was very cold
377,Burger came cold
378,there is order delivered here. lateness and no reason
379,wrong order
380,Dry burger. Little cheese. Warm drink. Cold fries.
381,very cold fries late delivery tasted horrible not worth the 130 pounds
382,They use the worst ground beef in town
383,"The order came after more than.90 mins , cold fries, burger came with no cheese inside ..!!!!!!!!! , I ordered sweet relish but unfortunately I didn’t find any sweet relish in my order..!!!!!!!! The 2 sandwiches were not as expected unfortunately. ..."
384,Extremely cold order after waiting 75 minutes!
385,Was a little cold
386,Soooo badddddd
387,Food was totally cold and tasteless and delivery was late. I always eat in mince restaurants and I love their burgers and hotdogs but this was my first time to make a home delivery order from them and will be my last time!
388,Best burger in Egypt
389,V good
390,طلبت كوكاكولا زيرو مجتش و مكنش فيه جبنة فى الساندوتش اللى مكتوبة
391,"Mince has lost its appeal. It was once very good, but now, the quality is very poor."
392,please bring back the homemade onion rings
393,"jalapeño was missing, although we paid extra for it"
394,fries portions are really small for the price
395,"I didn't receive the ""Beef Bacon N Sticks"" sandwich, I received another sandwich instead. Bad experience...won't repeat it!"
396,I wasn't delivered the chilli cheese fries
397,"the food was too oily, fries was vey small quantity and the cilli beaf was like 2 grams. the experience was awful"
398,🤢🤮. .
399,The whole order was great yet watch out for the caramelized onion it’s nothing like the photo
400,Missing fries in kids meal. BBQ Bacon N Mushroom barely had any bacon.
401,من اسوء البرجبر اللي اكلته في حياتي
402,Food was very cold
403,the burger is dry with a rough texture and it tastes like frozen commercial products the french fries is even worse
404,it came too late even after the ETA time and the food was so cold and even the fries was soggy.
405,"2 hours to deliver, food is cold, disgusting, soggy. never again"
406,طعم محروقات الجريل كان في الساندوتش و كان مشبع بالدهون تعبني
407,The portion were to little 😭
408,Fries not fresh They dont bring the american cheese
409,كنت طالبهamerican sauce ودافعه فيزا ومجاش، ودي تاني مرة اطلب فيها ويبقى الاوردر غلط او ناقصه حاجة
410,The burger patties were veryyy thin
411,Fries regular not skin on and tiny size while i ordered large combo. Very bad service
412,Ya
413,1 star is too much for this branch one of the worst ever 0 taste 0 quality and the food was not served well at all
414,احلي مرة كلتها في حياتي إعداد، تسوية، إضافات، عيش، تغليف، توصيل كله ممتاز
415,the food is amazing but unbelievable portions so not happy even if i loved the food will consider if i will order it again
416,Very respectful driver thanks for the experience
417,perfect
418,Verry spicy
419,The best restaurant as usual
420,horrible taste specially hotdog
421,Cold food after 35 minutes delay.
422,A little fries
423,It's sad that Mince was an icon amongst burger offerings in Egypt. Now it just feels... average... mediocre... The burgers were much higher quality and better prepared and with adequate portions especially for condiments inside the burgers.
424,Nnk
425,Terrible never again
426,fries are cold and soggy and burger not fresh and got me food poisining
427,The food was very cold
428,الاكل طعمه مش حلو و جه بارد و غالي على الفاضي
429,اوحش حاجة على وجه الارض
430,The fries is so cold and the bread of the sandwiches is so bad and all the sandwiches are very cold and bad
431,The burger was a little burned.
432,So bad
433,Intense Diarrhea
434,nice but over priced.
435,Ni
436,العيش بايت وناشف
437,"ordered and paid for an extra patty, sandwich was single patty still."
438,worst restaurant ever not professional at all wrong order couldn't communicate call center of mine is the worst Great customer service from menu to handle as intermediate that the restaurant couldn't handle like menu
439,Arrived cold
440,also i requested diet cola and they sent cola. never order again from mince. burger oily
441,Late and cold food
442,i don't know but sandwich quality or portion has gone down and price gone up
443,Food wasn’t hot !!
444,الاكل بارد وطعمه وحش والبطاطس ب٢٢ جنيه وفيه ٣ حبات بطاطس فقط
445,Fried
446,Late dilevery & the food was cold
